Timestamp,Software,CPU_Total_Pct,RAM_Total_MB,Core_0_Pct,Core_1_Pct,Core_2_Pct,Core_3_Pct,Core_4_Pct,Core_5_Pct,Core_6_Pct,Core_7_Pct
21:58:34,ROBOGUIDE,72.1,322.12,30.9,26.1,34.3,17.9,10.4,5.9,0.0,8.8
21:58:35,ROBOGUIDE,79.6,322.12,41.4,23.9,23.9,22.1,13.4,8.8,0.0,7.5
21:58:36,ROBOGUIDE,87.4,322.12,47.1,13.4,19.7,12.1,12.1,6.0,0.0,7.6
21:58:37,ROBOGUIDE,82.9,322.13,48.5,17.1,27.5,12.1,14.3,7.5,0.0,7.6
21:58:38,ROBOGUIDE,81.3,322.13,35.8,13.4,15.2,13.4,14.9,15.2,0.0,9.0
21:58:40,ROBOGUIDE,73.7,322.13,38.8,30.4,22.1,10.4,6.0,6.0,0.0,6.1
21:58:41,ROBOGUIDE,73.7,322.14,26.9,15.9,20.9,12.1,14.9,7.4,0.0,9.0
21:58:42,ROBOGUIDE,60.3,322.14,32.4,13.4,14.9,13.6,13.6,4.5,0.0,10.6
21:58:43,ROBOGUIDE,84.1,322.16,48.6,25.4,22.4,11.9,23.9,13.2,4.5,6.0
21:58:44,ROBOGUIDE,81.3,322.16,40.3,22.4,25.4,19.7,14.9,9.1,4.5,7.6
21:58:45,ROBOGUIDE,81.2,322.17,43.5,18.8,25.0,11.9,10.6,3.0,0.0,6.1
21:58:46,ROBOGUIDE,94.8,322.13,46.5,26.5,33.3,20.9,17.9,22.9,0.0,8.8
21:58:47,ROBOGUIDE,75.2,322.13,36.6,15.7,28.4,21.2,9.0,13.4,0.0,7.6
21:58:48,ROBOGUIDE,85.5,322.13,41.2,31.4,20.9,13.4,6.1,6.1,0.0,6.0
21:58:49,ROBOGUIDE,77.0,322.14,35.3,18.8,15.2,10.4,26.1,9.1,0.0,9.1
21:58:50,ROBOGUIDE,76.8,322.15,38.2,18.2,17.6,12.1,16.2,7.5,0.0,7.5
21:58:51,ROBOGUIDE,75.3,322.18,41.8,14.9,23.9,7.6,3.0,4.5,1.5,9.1
21:58:52,ROBOGUIDE,39.0,322.18,37.7,14.5,17.6,10.4,0.0,4.4,0.0,6.0
21:58:53,ROBOGUIDE,79.5,322.19,40.0,25.4,19.1,9.0,23.5,12.1,0.0,6.1
21:58:54,ROBOGUIDE,69.2,322.2,47.8,15.2,21.2,9.1,11.9,6.0,0.0,7.5
21:58:55,ROBOGUIDE,78.3,322.21,45.1,14.5,29.4,12.1,26.9,16.7,0.0,6.0
21:58:56,ROBOGUIDE,98.0,322.21,47.1,19.1,37.7,19.4,21.2,13.2,0.0,9.1
21:58:57,ROBOGUIDE,85.9,322.21,37.7,9.0,51.4,41.8,16.7,18.2,23.9,19.7
21:58:58,ROBOGUIDE,69.3,322.22,33.3,18.2,26.9,42.6,9.1,11.8,0.0,7.6
21:58:59,ROBOGUIDE,72.0,322.23,17.9,9.0,35.3,27.3,26.8,13.0,0.0,7.4
21:59:00,ROBOGUIDE,82.6,322.23,45.7,19.4,40.0,37.7,18.8,11.8,0.0,4.5
21:59:01,ROBOGUIDE,34.5,322.23,27.9,13.4,15.2,9.1,7.6,13.2,0.0,7.4
21:59:02,ROBOGUIDE,73.7,322.23,44.9,27.9,34.8,14.5,10.3,8.8,0.0,6.1
21:59:03,ROBOGUIDE,73.5,322.25,44.3,15.2,20.9,15.2,16.4,7.5,4.5,11.9
21:59:04,ROBOGUIDE,88.7,322.25,47.8,34.2,20.9,11.9,10.4,4.5,4.5,10.4
21:59:05,ROBOGUIDE,72.3,322.25,41.2,27.5,19.7,10.4,13.6,20.9,0.0,6.1
21:59:07,ROBOGUIDE,61.7,322.26,33.8,21.4,14.7,6.0,17.9,8.8,4.5,6.0
21:59:08,ROBOGUIDE,70.7,322.27,35.8,30.4,31.8,12.1,14.9,10.6,1.5,6.1
21:59:09,ROBOGUIDE,79.7,322.27,52.9,27.5,37.7,16.4,19.1,17.6,0.0,8.7
21:59:10,ROBOGUIDE,81.0,322.27,40.6,17.9,32.8,9.0,18.2,10.4,0.0,6.1
21:59:11,ROBOGUIDE,81.4,322.28,40.8,16.2,26.5,13.6,19.1,19.1,0.0,7.5
21:59:12,ROBOGUIDE,72.4,322.29,25.0,14.7,21.2,4.5,25.0,25.4,0.0,7.5
21:59:13,ROBOGUIDE,76.7,322.3,31.4,16.9,25.4,12.1,27.9,29.4,0.0,6.1
21:59:14,ROBOGUIDE,73.8,322.3,40.0,16.2,23.9,14.9,21.2,13.6,0.0,7.5
21:59:15,ROBOGUIDE,66.0,322.3,23.2,22.9,23.9,9.0,20.9,6.1,0.0,7.5
21:59:16,ROBOGUIDE,81.4,322.32,29.9,26.5,22.7,19.4,20.3,17.9,0.0,3.0
21:59:17,ROBOGUIDE,78.4,322.32,20.9,9.1,27.9,9.1,21.2,32.8,0.0,1.5
21:59:18,ROBOGUIDE,81.4,322.29,32.4,14.3,25.0,6.1,38.2,13.4,0.0,1.5
21:59:19,ROBOGUIDE,79.9,322.3,21.2,13.2,19.7,7.5,24.2,27.3,0.0,3.0
